studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno ,phenounits,phenovalue,phenovarunit
SET005,NA,year,1992,Alca,torda,NA,NA,mid chick rearing,peak,doy,169.7929,NA
SET005,NA,year,1993,Alca,torda,NA,NA,mid chick rearing,peak,doy,172.3492,NA
SET005,NA,year,1994,Alca,torda,NA,NA,mid chick rearing,peak,doy,177.191,NA
SET005,NA,year,1995,Alca,torda,NA,NA,mid chick rearing,peak,doy,177.3347,NA
SET005,NA,year,1996,Alca,torda,NA,NA,mid chick rearing,peak,doy,184.1898,NA
SET005,NA,year,1997,Alca,torda,NA,NA,mid chick rearing,peak,doy,168.656,NA
SET005,NA,year,1998,Alca,torda,NA,NA,mid chick rearing,peak,doy,179.9814,NA
SET005,NA,year,1999,Alca,torda,NA,NA,mid chick rearing,peak,doy,177.1558,NA
SET005,NA,year,2000,Alca,torda,NA,NA,mid chick rearing,peak,doy,175.6529,NA
SET005,NA,year,2001,Alca,torda,NA,NA,mid chick rearing,peak,doy,176.4672,NA
SET005,NA,year,2002,Alca,torda,NA,NA,mid chick rearing,peak,doy,172.767,NA
SET005,NA,year,2003,Alca,torda,NA,NA,mid chick rearing,peak,doy,171.5128,NA
SET005,NA,year,2004,Alca,torda,NA,NA,mid chick rearing,peak,doy,181.9512,NA
SET005,NA,year,2005,Alca,torda,NA,NA,mid chick rearing,peak,doy,181.2529,NA
SET005,NA,year,2006,Alca,torda,NA,NA,mid chick rearing,peak,doy,179.6053,NA
SET005,NA,year,1983,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,151.633,NA
SET005,NA,year,1984,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,140.454,NA
SET005,NA,year,1985,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,150.152,NA
SET005,NA,year,1986,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,165.8,NA
SET005,NA,year,1987,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,158.576,NA
SET005,NA,year,1988,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,162.641,NA
SET005,NA,year,1989,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,148.7,NA
SET005,NA,year,1990,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,146.432,NA
SET005,NA,year,1991,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,156.363,NA
SET005,NA,year,1992,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,154.716,NA
SET005,NA,year,1993,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,162.503,NA
SET005,NA,year,1994,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,165.191,NA
SET005,NA,year,1995,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,177.027,NA
SET005,NA,year,1996,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,162.036,NA
SET005,NA,year,1997,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,136.656,NA
SET005,NA,year,1998,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,171.366,NA
SET005,NA,year,1999,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,171.002,NA
SET005,NA,year,2000,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,144.576,NA
SET005,NA,year,2001,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,157.698,NA
SET005,NA,year,2002,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,160.767,NA
SET005,NA,year,2003,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,165.359,NA
SET005,NA,year,2004,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,215.182,NA
SET005,NA,year,2005,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,182.176,NA
SET005,NA,year,2006,Ammodytes,marinus,NA,NA,growth threshold,peak,doy,187.913,NA
SET005,NA,year,1983,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,169.187,NA
SET005,NA,year,1984,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,169.5907,NA
SET005,NA,year,1985,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,167.706,NA
SET005,NA,year,1986,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,172.7784,NA
SET005,NA,year,1987,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,170.0868,NA
SET005,NA,year,1988,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,176.6698,NA
SET005,NA,year,1989,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,169.2755,NA
SET005,NA,year,1990,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,172.5471,NA
SET005,NA,year,1991,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,164.8522,NA
SET005,NA,year,1992,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,169.2484,NA
SET005,NA,year,1993,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,170.9922,NA
SET005,NA,year,1994,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,168.1406,NA
SET005,NA,year,1995,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,175.4443,NA
SET005,NA,year,1996,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,179.0864,NA
SET005,NA,year,1997,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,163.7783,NA
SET005,NA,year,1998,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,179.8552,NA
SET005,NA,year,1999,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,168.4121,NA
SET005,NA,year,2000,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,166.1587,NA
SET005,NA,year,2001,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,172.734,NA
SET005,NA,year,2002,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,172.7814,NA
SET005,NA,year,2003,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,170.8266,NA
SET005,NA,year,2004,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,171.8007,NA
SET005,NA,year,2005,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,186.1328,NA
SET005,NA,year,2006,Fratercula,arctica,NA,NA,mid chick rearing,peak,doy,180.2871,NA
SET005,NA,year,1983,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,167.6403,NA
SET005,NA,year,1984,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,185.146,NA
SET005,NA,year,1985,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,211.44,NA
SET005,NA,year,1986,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,198.3641,NA
SET005,NA,year,1987,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,173.4949,NA
SET005,NA,year,1988,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,201.2084,NA
SET005,NA,year,1989,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,184.2241,NA
SET005,NA,year,1990,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,198.553,NA
SET005,NA,year,1991,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,194.867,NA
SET005,NA,year,1992,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,178.0927,NA
SET005,NA,year,1993,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,230.175,NA
SET005,NA,year,1994,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,199.6049,NA
SET005,NA,year,1995,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,156.5325,NA
SET005,NA,year,1996,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,176.7685,NA
SET005,NA,year,1997,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,156.4065,NA
SET005,NA,year,1998,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,186.0628,NA
SET005,NA,year,1999,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,197.2594,NA
SET005,NA,year,2000,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,183.4031,NA
SET005,NA,year,2001,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,178.8799,NA
SET005,NA,year,2002,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,175.3825,NA
SET005,NA,year,2003,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,157.2935,NA
SET005,NA,year,2004,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,185.9462,NA
SET005,NA,year,2005,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,201.7639,NA
SET005,NA,year,2006,Phalacrocorax,aristotelis,NA,NA,mid chick rearing,peak,doy,185.829,NA
SET005,NA,year,1983,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,188.3236,NA
SET005,NA,year,1984,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,186.209,NA
SET005,NA,year,1985,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,194.397,NA
SET005,NA,year,1986,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,188.8935,NA
SET005,NA,year,1987,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,183.1803,NA
SET005,NA,year,1988,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,186.2381,NA
SET005,NA,year,1989,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,177.8367,NA
SET005,NA,year,1990,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,181.6119,NA
SET005,NA,year,1991,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,184.9961,NA
SET005,NA,year,1992,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,180.8311,NA
SET005,NA,year,1993,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,183.0785,NA
SET005,NA,year,1994,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,197.3493,NA
SET005,NA,year,1995,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,195.5882,NA
SET005,NA,year,1996,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,205.273,NA
SET005,NA,year,1997,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,189.462,NA
SET005,NA,year,1998,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,192.9487,NA
SET005,NA,year,1999,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,195.6063,NA
SET005,NA,year,2000,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,185.295,NA
SET005,NA,year,2001,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,196.403,NA
SET005,NA,year,2002,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,189.4001,NA
SET005,NA,year,2003,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,188.9561,NA
SET005,NA,year,2004,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,204.0309,NA
SET005,NA,year,2005,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,211.3127,NA
SET005,NA,year,2006,Rissa, tridactyla,NA,NA,mid chick rearing,peak,doy,206.4742,NA
SET005,NA,year,1983,Uria,aalge,NA,NA,mid chick rearing,peak,doy,182.9503,NA
SET005,NA,year,1984,Uria,aalge,NA,NA,mid chick rearing,peak,doy,169.5155,NA
SET005,NA,year,1985,Uria,aalge,NA,NA,mid chick rearing,peak,doy,178.0308,NA
SET005,NA,year,1986,Uria,aalge,NA,NA,mid chick rearing,peak,doy,189.9808,NA
SET005,NA,year,1987,Uria,aalge,NA,NA,mid chick rearing,peak,doy,177.1568,NA
SET005,NA,year,1988,Uria,aalge,NA,NA,mid chick rearing,peak,doy,180.8006,NA
SET005,NA,year,1989,Uria,aalge,NA,NA,mid chick rearing,peak,doy,166.2404,NA
SET005,NA,year,1990,Uria,aalge,NA,NA,mid chick rearing,peak,doy,163.7301,NA
SET005,NA,year,1991,Uria,aalge,NA,NA,mid chick rearing,peak,doy,171.2611,NA
SET005,NA,year,1992,Uria,aalge,NA,NA,mid chick rearing,peak,doy,167.3352,NA
SET005,NA,year,1993,Uria,aalge,NA,NA,mid chick rearing,peak,doy,175.2203,NA
SET005,NA,year,1994,Uria,aalge,NA,NA,mid chick rearing,peak,doy,177.391,NA
SET005,NA,year,1995,Uria,aalge,NA,NA,mid chick rearing,peak,doy,188.2847,NA
SET005,NA,year,1996,Uria,aalge,NA,NA,mid chick rearing,peak,doy,173.4533,NA
SET005,NA,year,1997,Uria,aalge,NA,NA,mid chick rearing,peak,doy,144.7964,NA
SET005,NA,year,1998,Uria,aalge,NA,NA,mid chick rearing,peak,doy,177.9679,NA
SET005,NA,year,1999,Uria,aalge,NA,NA,mid chick rearing,peak,doy,177.7385,NA
SET005,NA,year,2000,Uria,aalge,NA,NA,mid chick rearing,peak,doy,149.9125,NA
SET005,NA,year,2001,Uria,aalge,NA,NA,mid chick rearing,peak,doy,161.6365,NA
SET005,NA,year,2002,Uria,aalge,NA,NA,mid chick rearing,peak,doy,164.1247,NA
SET005,NA,year,2003,Uria,aalge,NA,NA,mid chick rearing,peak,doy,164.3359,NA
SET005,NA,year,2004,Uria,aalge,NA,NA,mid chick rearing,peak,doy,207.4608,NA
SET005,NA,year,2005,Uria,aalge,NA,NA,mid chick rearing,peak,doy,173.6741,NA
SET005,NA,year,2006,Uria,aalge,NA,NA,mid chick rearing,peak,doy,151.8707,NA
