"","studyid","species","year","phenovalue","slope","intid","int_type","spp"
"2960","HMK032","Daphnia hyalina-galeata",1971,154.17885,-0.248595959359862,189,"herbivory","spp2"
"2961","HMK032","Daphnia hyalina-galeata",1973,154.0637,-0.248595959359862,189,"herbivory","spp2"
"2962","HMK032","Daphnia hyalina-galeata",1974,140.3906,-0.248595959359862,189,"herbivory","spp2"
"2963","HMK032","Daphnia hyalina-galeata",1975,147.4228,-0.248595959359862,189,"herbivory","spp2"
"2964","HMK032","Daphnia hyalina-galeata",1977,126.231,-0.248595959359862,189,"herbivory","spp2"
"2965","HMK032","Daphnia hyalina-galeata",1978,147.18935,-0.248595959359862,189,"herbivory","spp2"
"2966","HMK032","Daphnia hyalina-galeata",1980,143.871,-0.248595959359862,189,"herbivory","spp2"
"2967","HMK032","Daphnia hyalina-galeata",1982,143.6344,-0.248595959359862,189,"herbivory","spp2"
"2968","HMK032","Daphnia hyalina-galeata",1984,147.4648,-0.248595959359862,189,"herbivory","spp2"
"2969","HMK032","Daphnia hyalina-galeata",1985,147.4697,-0.248595959359862,189,"herbivory","spp2"
"2970","HMK032","Daphnia hyalina-galeata",1986,133.4235,-0.248595959359862,189,"herbivory","spp2"
"2971","HMK032","Daphnia hyalina-galeata",1987,133.1827,-0.248595959359862,189,"herbivory","spp2"
"2972","HMK032","Daphnia hyalina-galeata",1988,126.2856,-0.248595959359862,189,"herbivory","spp2"
"2973","HMK032","Daphnia hyalina-galeata",1989,126.2912,-0.248595959359862,189,"herbivory","spp2"
"2974","HMK032","Daphnia hyalina-galeata",1990,143.79715,-0.248595959359862,189,"herbivory","spp2"
"2975","HMK033","Syrphid spp.",1992,161.093,0.104966191607322,190,"pollination","spp2"
"2976","HMK033","Syrphid spp.",1993,176.813,0.104966191607322,190,"pollination","spp2"
"2977","HMK033","Syrphid spp.",1994,159.518,0.104966191607322,190,"pollination","spp2"
"2978","HMK033","Syrphid spp.",1995,190.476,0.104966191607322,190,"pollination","spp2"
"2979","HMK033","Syrphid spp.",1996,169.625,0.104966191607322,190,"pollination","spp2"
"2980","HMK033","Syrphid spp.",1997,179.252,0.104966191607322,190,"pollination","spp2"
"2981","HMK033","Syrphid spp.",1998,175.162,0.104966191607322,190,"pollination","spp2"
"2982","HMK033","Syrphid spp.",1999,170.056,0.104966191607322,190,"pollination","spp2"
"2983","HMK033","Syrphid spp.",2000,154.286,0.104966191607322,190,"pollination","spp2"
"2984","HMK033","Syrphid spp.",2001,167.465,0.104966191607322,190,"pollination","spp2"
"2985","HMK033","Syrphid spp.",2003,168.94,0.104966191607322,190,"pollination","spp2"
"2986","HMK033","Syrphid spp.",2004,149.613,0.104966191607322,190,"pollination","spp2"
"2987","HMK033","Syrphid spp.",2005,169.905,0.104966191607322,190,"pollination","spp2"
"2988","HMK033","Syrphid spp.",2006,176.99,0.104966191607322,190,"pollination","spp2"
"2989","HMK033","Syrphid spp.",2007,150.045,0.104966191607322,190,"pollination","spp2"
"2990","HMK033","Syrphid spp.",2008,184.05,0.104966191607322,190,"pollination","spp2"
"2991","HMK033","Syrphid spp.",2009,161.167,0.104966191607322,190,"pollination","spp2"
"2992","HMK033","Syrphid spp.",2010,194.132,0.104966191607322,190,"pollination","spp2"
"2993","HMK033","Syrphid spp.",2011,173.308,0.104966191607322,190,"pollination","spp2"
"2994","HMK034","Cyclops vicinus",1971,143.793,-0.482662499999999,191,"herbivory","spp2"
"2995","HMK034","Cyclops vicinus",1973,120,-0.482662499999999,191,"herbivory","spp2"
"2996","HMK034","Cyclops vicinus",1974,127.7585,-0.482662499999999,191,"herbivory","spp2"
"2997","HMK034","Cyclops vicinus",1975,141.724,-0.482662499999999,191,"herbivory","spp2"
"2998","HMK034","Cyclops vicinus",1977,131.379,-0.482662499999999,191,"herbivory","spp2"
"2999","HMK034","Cyclops vicinus",1978,144.828,-0.482662499999999,191,"herbivory","spp2"
"3000","HMK034","Cyclops vicinus",1980,136.552,-0.482662499999999,191,"herbivory","spp2"
"3001","HMK034","Cyclops vicinus",1981,127.241,-0.482662499999999,191,"herbivory","spp2"
"3002","HMK034","Cyclops vicinus",1983,133.448,-0.482662499999999,191,"herbivory","spp2"
"3003","HMK034","Cyclops vicinus",1984,176.897,-0.482662499999999,191,"herbivory","spp2"
"3004","HMK034","Cyclops vicinus",1986,137.586,-0.482662499999999,191,"herbivory","spp2"
"3005","HMK034","Cyclops vicinus",1988,125.172,-0.482662499999999,191,"herbivory","spp2"
"3006","HMK034","Cyclops vicinus",1991,112.759,-0.482662499999999,191,"herbivory","spp2"
"3007","HMK034","Cyclops vicinus",1992,131.379,-0.482662499999999,191,"herbivory","spp2"
"3008","HMK034","Cyclops vicinus",1993,117.931,-0.482662499999999,191,"herbivory","spp2"
"3009","HMK034","Cyclops vicinus",1994,129.31,-0.482662499999999,191,"herbivory","spp2"
"3010","HMK035","Mnemiopsis2 leidyi",1951,217.44,-1.19383720396549,192,"predation","spp2"
"3011","HMK035","Mnemiopsis2 leidyi",1973,194.85,-1.19383720396549,192,"predation","spp2"
"3012","HMK035","Mnemiopsis2 leidyi",1976,207.656,-1.19383720396549,192,"predation","spp2"
"3013","HMK035","Mnemiopsis2 leidyi",2000,175.688,-1.19383720396549,192,"predation","spp2"
"3014","HMK035","Mnemiopsis2 leidyi",2001,171.263,-1.19383720396549,192,"predation","spp2"
"3015","HMK035","Mnemiopsis2 leidyi",2002,138.1635,-1.19383720396549,192,"predation","spp2"
"3016","HMK035","Mnemiopsis2 leidyi",2003,164.859,-1.19383720396549,192,"predation","spp2"
"3017","HMK035","Mnemiopsis2 leidyi",2004,158.628,-1.19383720396549,192,"predation","spp2"
"3018","HMK036","Copepod1 spp.",1975,125.5891,-0.769567230255838,193,"herbivory","spp2"
"3019","HMK036","Copepod1 spp.",1976,118.188,-0.769567230255838,193,"herbivory","spp2"
"3020","HMK036","Copepod1 spp.",1977,132.5079,-0.769567230255838,193,"herbivory","spp2"
"3021","HMK036","Copepod1 spp.",1978,111.8684,-0.769567230255838,193,"herbivory","spp2"
"3022","HMK036","Copepod1 spp.",1979,139.9566,-0.769567230255838,193,"herbivory","spp2"
"3023","HMK036","Copepod1 spp.",1980,104.4869,-0.769567230255838,193,"herbivory","spp2"
"3024","HMK036","Copepod1 spp.",1981,132.58,-0.769567230255838,193,"herbivory","spp2"
"3025","HMK036","Copepod1 spp.",1982,97.6353,-0.769567230255838,193,"herbivory","spp2"
"3026","HMK036","Copepod1 spp.",1983,118.8369,-0.769567230255838,193,"herbivory","spp2"
"3027","HMK036","Copepod1 spp.",1984,105.0868,-0.769567230255838,193,"herbivory","spp2"
"3028","HMK036","Copepod1 spp.",1985,125.7606,-0.769567230255838,193,"herbivory","spp2"
"3029","HMK036","Copepod1 spp.",1986,153.3245,-0.769567230255838,193,"herbivory","spp2"
"3030","HMK036","Copepod1 spp.",1987,133.2121,-0.769567230255838,193,"herbivory","spp2"
"3031","HMK036","Copepod1 spp.",1988,118.9342,-0.769567230255838,193,"herbivory","spp2"
"3032","HMK036","Copepod1 spp.",1989,126.3626,-0.769567230255838,193,"herbivory","spp2"
"3033","HMK036","Copepod1 spp.",1990,98.3045,-0.769567230255838,193,"herbivory","spp2"
"3034","HMK036","Copepod1 spp.",1991,112.0952,-0.769567230255838,193,"herbivory","spp2"
"3035","HMK036","Copepod1 spp.",1992,90.923,-0.769567230255838,193,"herbivory","spp2"
"3036","HMK036","Copepod1 spp.",1993,112.1295,-0.769567230255838,193,"herbivory","spp2"
"3037","HMK036","Copepod1 spp.",1994,112.147,-0.769567230255838,193,"herbivory","spp2"
"3038","HMK036","Copepod1 spp.",1995,104.7508,-0.769567230255838,193,"herbivory","spp2"
"3039","HMK036","Copepod1 spp.",1996,132.8439,-0.769567230255838,193,"herbivory","spp2"
"3040","HMK036","Copepod1 spp.",1997,91.0098,-0.769567230255838,193,"herbivory","spp2"
"3041","HMK036","Copepod1 spp.",1998,105.3325,-0.769567230255838,193,"herbivory","spp2"
"3042","HMK036","Copepod1 spp.",1999,112.2366,-0.769567230255838,193,"herbivory","spp2"
"3043","HMK036","Copepod1 spp.",2000,105.3703,-0.769567230255838,193,"herbivory","spp2"
"3044","HMK036","Copepod1 spp.",2001,126.042,-0.769567230255838,193,"herbivory","spp2"
"3045","HMK036","Copepod1 spp.",2002,84.2107,-0.769567230255838,193,"herbivory","spp2"
"3046","HMK036","Copepod1 spp.",2003,104.8873,-0.769567230255838,193,"herbivory","spp2"
"3047","HMK036","Copepod1 spp.",2004,105.4347,-0.769567230255838,193,"herbivory","spp2"
"3048","HMK037","Daphnia2 spp.",1976,173.066,-0.131793040293041,194,"herbivory","spp2"
"3049","HMK037","Daphnia2 spp.",1977,164.008,-0.131793040293041,194,"herbivory","spp2"
"3050","HMK037","Daphnia2 spp.",1978,171.446,-0.131793040293041,194,"herbivory","spp2"
"3051","HMK037","Daphnia2 spp.",1979,155.331,-0.131793040293041,194,"herbivory","spp2"
"3052","HMK037","Daphnia2 spp.",1980,161.289,-0.131793040293041,194,"herbivory","spp2"
"3053","HMK037","Daphnia2 spp.",1981,146.033,-0.131793040293041,194,"herbivory","spp2"
"3054","HMK037","Daphnia2 spp.",1982,157.81,-0.131793040293041,194,"herbivory","spp2"
"3055","HMK037","Daphnia2 spp.",1983,136.736,-0.131793040293041,194,"herbivory","spp2"
"3056","HMK037","Daphnia2 spp.",1984,182.983,-0.131793040293041,194,"herbivory","spp2"
"3057","HMK037","Daphnia2 spp.",1985,134.876,-0.131793040293041,194,"herbivory","spp2"
"3058","HMK037","Daphnia2 spp.",1986,146.033,-0.131793040293041,194,"herbivory","spp2"
"3059","HMK037","Daphnia2 spp.",1987,137.975,-0.131793040293041,194,"herbivory","spp2"
"3060","HMK037","Daphnia2 spp.",1988,138.975,-0.131793040293041,194,"herbivory","spp2"
"3061","HMK037","Daphnia2 spp.",1989,156.57,-0.131793040293041,194,"herbivory","spp2"
"3062","HMK037","Daphnia2 spp.",1990,162.769,-0.131793040293041,194,"herbivory","spp2"
"3063","HMK037","Daphnia2 spp.",1991,180.744,-0.131793040293041,194,"herbivory","spp2"
"3064","HMK037","Daphnia2 spp.",1992,133.397,-0.131793040293041,194,"herbivory","spp2"
"3065","HMK037","Daphnia2 spp.",1993,156.57,-0.131793040293041,194,"herbivory","spp2"
"3066","HMK037","Daphnia2 spp.",1994,136.116,-0.131793040293041,194,"herbivory","spp2"
"3067","HMK037","Daphnia2 spp.",1995,150.372,-0.131793040293041,194,"herbivory","spp2"
"3068","HMK037","Daphnia2 spp.",1996,168.107,-0.131793040293041,194,"herbivory","spp2"
"3069","HMK037","Daphnia2 spp.",1997,165.868,-0.131793040293041,194,"herbivory","spp2"
"3070","HMK037","Daphnia2 spp.",1998,124.339,-0.131793040293041,194,"herbivory","spp2"
"3071","HMK037","Daphnia2 spp.",1999,192.521,-0.131793040293041,194,"herbivory","spp2"
"3072","HMK037","Daphnia2 spp.",2000,163.149,-0.131793040293041,194,"herbivory","spp2"
"3073","HMK037","Daphnia2 spp.",2001,148.512,-0.131793040293041,194,"herbivory","spp2"
"3074","HMK037","Daphnia2 spp.",2002,156.57,-0.131793040293041,194,"herbivory","spp2"
"3075","HMK037","Keratella2 cochlearis",1962,133.636,-0.683790781719128,195,"herbivory","spp2"
"3076","HMK037","Keratella2 cochlearis",1963,148.636,-0.683790781719128,195,"herbivory","spp2"
"3077","HMK037","Keratella2 cochlearis",1964,156.455,-0.683790781719128,195,"herbivory","spp2"
"3078","HMK037","Keratella2 cochlearis",1965,145.909,-0.683790781719128,195,"herbivory","spp2"
"3079","HMK037","Keratella2 cochlearis",1966,158.182,-0.683790781719128,195,"herbivory","spp2"
"3080","HMK037","Keratella2 cochlearis",1967,136.364,-0.683790781719128,195,"herbivory","spp2"
"3081","HMK037","Keratella2 cochlearis",1968,135.318,-0.683790781719128,195,"herbivory","spp2"
"3082","HMK037","Keratella2 cochlearis",1969,140.455,-0.683790781719128,195,"herbivory","spp2"
"3083","HMK037","Keratella2 cochlearis",1970,167.045,-0.683790781719128,195,"herbivory","spp2"
"3084","HMK037","Keratella2 cochlearis",1971,129.545,-0.683790781719128,195,"herbivory","spp2"
"3085","HMK037","Keratella2 cochlearis",1972,138.045,-0.683790781719128,195,"herbivory","spp2"
"3086","HMK037","Keratella2 cochlearis",1973,106.364,-0.683790781719128,195,"herbivory","spp2"
"3087","HMK037","Keratella2 cochlearis",1974,128.864,-0.683790781719128,195,"herbivory","spp2"
"3088","HMK037","Keratella2 cochlearis",1975,141.818,-0.683790781719128,195,"herbivory","spp2"
"3089","HMK037","Keratella2 cochlearis",1976,141.136,-0.683790781719128,195,"herbivory","spp2"
"3090","HMK037","Keratella2 cochlearis",1977,117.273,-0.683790781719128,195,"herbivory","spp2"
"3091","HMK037","Keratella2 cochlearis",1978,99.5455,-0.683790781719128,195,"herbivory","spp2"
"3092","HMK037","Keratella2 cochlearis",1979,113.864,-0.683790781719128,195,"herbivory","spp2"
"3093","HMK037","Keratella2 cochlearis",1981,139.773,-0.683790781719128,195,"herbivory","spp2"
"3094","HMK037","Keratella2 cochlearis",1982,145.227,-0.683790781719128,195,"herbivory","spp2"
"3095","HMK037","Keratella2 cochlearis",1983,128.864,-0.683790781719128,195,"herbivory","spp2"
"3096","HMK037","Keratella2 cochlearis",1984,127.818,-0.683790781719128,195,"herbivory","spp2"
"3097","HMK037","Keratella2 cochlearis",1985,128.182,-0.683790781719128,195,"herbivory","spp2"
"3098","HMK037","Keratella2 cochlearis",1986,132.273,-0.683790781719128,195,"herbivory","spp2"
"3099","HMK037","Keratella2 cochlearis",1987,109.091,-0.683790781719128,195,"herbivory","spp2"
"3100","HMK037","Keratella2 cochlearis",1988,123.045,-0.683790781719128,195,"herbivory","spp2"
"3101","HMK037","Keratella2 cochlearis",1989,145.227,-0.683790781719128,195,"herbivory","spp2"
"3102","HMK037","Keratella2 cochlearis",1990,134.318,-0.683790781719128,195,"herbivory","spp2"
"3103","HMK037","Keratella2 cochlearis",1991,139.773,-0.683790781719128,195,"herbivory","spp2"
"3104","HMK037","Keratella2 cochlearis",1992,96.4545,-0.683790781719128,195,"herbivory","spp2"
"3105","HMK037","Keratella2 cochlearis",1993,122.045,-0.683790781719128,195,"herbivory","spp2"
"3106","HMK037","Keratella2 cochlearis",1994,129.545,-0.683790781719128,195,"herbivory","spp2"
"3107","HMK037","Keratella2 cochlearis",1995,128.864,-0.683790781719128,195,"herbivory","spp2"
"3108","HMK037","Leptodiaptomus ashlandi",1964,155.643,-0.215780839673312,196,"herbivory","spp2"
"3109","HMK037","Leptodiaptomus ashlandi",1965,125.179,-0.215780839673312,196,"herbivory","spp2"
"3110","HMK037","Leptodiaptomus ashlandi",1966,136.786,-0.215780839673312,196,"herbivory","spp2"
"3111","HMK037","Leptodiaptomus ashlandi",1967,123.393,-0.215780839673312,196,"herbivory","spp2"
"3112","HMK037","Leptodiaptomus ashlandi",1968,122.607,-0.215780839673312,196,"herbivory","spp2"
"3113","HMK037","Leptodiaptomus ashlandi",1969,140.357,-0.215780839673312,196,"herbivory","spp2"
"3114","HMK037","Leptodiaptomus ashlandi",1970,119.821,-0.215780839673312,196,"herbivory","spp2"
"3115","HMK037","Leptodiaptomus ashlandi",1971,126.071,-0.215780839673312,196,"herbivory","spp2"
"3116","HMK037","Leptodiaptomus ashlandi",1972,131.536,-0.215780839673312,196,"herbivory","spp2"
"3117","HMK037","Leptodiaptomus ashlandi",1973,130.536,-0.215780839673312,196,"herbivory","spp2"
"3118","HMK037","Leptodiaptomus ashlandi",1974,121.607,-0.215780839673312,196,"herbivory","spp2"
"3119","HMK037","Leptodiaptomus ashlandi",1975,118.929,-0.215780839673312,196,"herbivory","spp2"
"3120","HMK037","Leptodiaptomus ashlandi",1976,126.179,-0.215780839673312,196,"herbivory","spp2"
"3121","HMK037","Leptodiaptomus ashlandi",1977,116.25,-0.215780839673312,196,"herbivory","spp2"
"3122","HMK037","Leptodiaptomus ashlandi",1978,122.5,-0.215780839673312,196,"herbivory","spp2"
"3123","HMK037","Leptodiaptomus ashlandi",1979,108.214,-0.215780839673312,196,"herbivory","spp2"
"3124","HMK037","Leptodiaptomus ashlandi",1980,120.821,-0.215780839673312,196,"herbivory","spp2"
"3125","HMK037","Leptodiaptomus ashlandi",1981,125.179,-0.215780839673312,196,"herbivory","spp2"
"3126","HMK037","Leptodiaptomus ashlandi",1982,158.214,-0.215780839673312,196,"herbivory","spp2"
"3127","HMK037","Leptodiaptomus ashlandi",1983,136.786,-0.215780839673312,196,"herbivory","spp2"
"3128","HMK037","Leptodiaptomus ashlandi",1984,113.679,-0.215780839673312,196,"herbivory","spp2"
"3129","HMK037","Leptodiaptomus ashlandi",1985,97.5,-0.215780839673312,196,"herbivory","spp2"
"3130","HMK037","Leptodiaptomus ashlandi",1986,146.607,-0.215780839673312,196,"herbivory","spp2"
"3131","HMK037","Leptodiaptomus ashlandi",1987,67.1429,-0.215780839673312,196,"herbivory","spp2"
"3132","HMK037","Leptodiaptomus ashlandi",1988,109.214,-0.215780839673312,196,"herbivory","spp2"
"3133","HMK037","Leptodiaptomus ashlandi",1989,93.9286,-0.215780839673312,196,"herbivory","spp2"
"3134","HMK037","Leptodiaptomus ashlandi",1990,91.25,-0.215780839673312,196,"herbivory","spp2"
"3135","HMK037","Leptodiaptomus ashlandi",1991,139.464,-0.215780839673312,196,"herbivory","spp2"
"3136","HMK037","Leptodiaptomus ashlandi",1992,125.286,-0.215780839673312,196,"herbivory","spp2"
"3137","HMK037","Leptodiaptomus ashlandi",1993,108.214,-0.215780839673312,196,"herbivory","spp2"
"3138","HMK037","Leptodiaptomus ashlandi",1994,135.893,-0.215780839673312,196,"herbivory","spp2"
"3139","HMK037","Leptodiaptomus ashlandi",1996,133.321,-0.215780839673312,196,"herbivory","spp2"
"3140","HMK037","Leptodiaptomus ashlandi",1997,153.75,-0.215780839673312,196,"herbivory","spp2"
"3141","HMK037","Leptodiaptomus ashlandi",1998,95.7143,-0.215780839673312,196,"herbivory","spp2"
"3142","HMK037","Leptodiaptomus ashlandi",1999,138.571,-0.215780839673312,196,"herbivory","spp2"
"3143","HMK037","Leptodiaptomus ashlandi",2000,106.536,-0.215780839673312,196,"herbivory","spp2"
"3144","HMK037","Leptodiaptomus ashlandi",2002,156.429,-0.215780839673312,196,"herbivory","spp2"
"3145","HMK038","Glis glis",1980,158.314,-0.762029743589745,199,"predation","spp2"
"3146","HMK038","Glis glis",1981,160.831,-0.762029743589745,199,"predation","spp2"
"3147","HMK038","Glis glis",1982,137.909,-0.762029743589745,199,"predation","spp2"
"3148","HMK038","Glis glis",1983,145.28,-0.762029743589745,199,"predation","spp2"
"3149","HMK038","Glis glis",1984,148.299,-0.762029743589745,199,"predation","spp2"
"3150","HMK038","Glis glis",1985,151.988,-0.762029743589745,199,"predation","spp2"
"3151","HMK038","Glis glis",1986,146.806,-0.762029743589745,199,"predation","spp2"
"3152","HMK038","Glis glis",1987,150.662,-0.762029743589745,199,"predation","spp2"
"3153","HMK038","Glis glis",1988,141.129,-0.762029743589745,199,"predation","spp2"
"3154","HMK038","Glis glis",1989,151.177,-0.762029743589745,199,"predation","spp2"
"3155","HMK038","Glis glis",1990,145.829,-0.762029743589745,199,"predation","spp2"
"3156","HMK038","Glis glis",1991,152.697,-0.762029743589745,199,"predation","spp2"
"3157","HMK038","Glis glis",1992,145.507,-0.762029743589745,199,"predation","spp2"
"3158","HMK038","Glis glis",1993,138.485,-0.762029743589745,199,"predation","spp2"
"3159","HMK038","Glis glis",1994,144.852,-0.762029743589745,199,"predation","spp2"
"3160","HMK038","Glis glis",1995,149.544,-0.762029743589745,199,"predation","spp2"
"3161","HMK038","Glis glis",1996,153.401,-0.762029743589745,199,"predation","spp2"
"3162","HMK038","Glis glis",1997,140.017,-0.762029743589745,199,"predation","spp2"
"3163","HMK038","Glis glis",1998,140.861,-0.762029743589745,199,"predation","spp2"
"3164","HMK038","Glis glis",1999,136.349,-0.762029743589745,199,"predation","spp2"
"3165","HMK038","Glis glis",2000,142.716,-0.762029743589745,199,"predation","spp2"
"3166","HMK038","Glis glis",2001,136.363,-0.762029743589745,199,"predation","spp2"
"3167","HMK038","Glis glis",2002,135.198,-0.762029743589745,199,"predation","spp2"
"3168","HMK038","Glis glis",2003,128.008,-0.762029743589745,199,"predation","spp2"
"3169","HMK038","Glis glis",2004,137.052,-0.762029743589745,199,"predation","spp2"
"3170","HMK038","Glis glis",2005,130.699,-0.762029743589745,199,"predation","spp2"
"3171","HMK038","Glis glis",1980,158.314,-0.762029743589745,200,"predation","spp2"
"3172","HMK038","Glis glis",1981,160.831,-0.762029743589745,200,"predation","spp2"
"3173","HMK038","Glis glis",1982,137.909,-0.762029743589745,200,"predation","spp2"
"3174","HMK038","Glis glis",1983,145.28,-0.762029743589745,200,"predation","spp2"
"3175","HMK038","Glis glis",1984,148.299,-0.762029743589745,200,"predation","spp2"
"3176","HMK038","Glis glis",1985,151.988,-0.762029743589745,200,"predation","spp2"
"3177","HMK038","Glis glis",1986,146.806,-0.762029743589745,200,"predation","spp2"
"3178","HMK038","Glis glis",1987,150.662,-0.762029743589745,200,"predation","spp2"
"3179","HMK038","Glis glis",1988,141.129,-0.762029743589745,200,"predation","spp2"
"3180","HMK038","Glis glis",1989,151.177,-0.762029743589745,200,"predation","spp2"
"3181","HMK038","Glis glis",1990,145.829,-0.762029743589745,200,"predation","spp2"
"3182","HMK038","Glis glis",1991,152.697,-0.762029743589745,200,"predation","spp2"
"3183","HMK038","Glis glis",1992,145.507,-0.762029743589745,200,"predation","spp2"
"3184","HMK038","Glis glis",1993,138.485,-0.762029743589745,200,"predation","spp2"
"3185","HMK038","Glis glis",1994,144.852,-0.762029743589745,200,"predation","spp2"
"3186","HMK038","Glis glis",1995,149.544,-0.762029743589745,200,"predation","spp2"
"3187","HMK038","Glis glis",1996,153.401,-0.762029743589745,200,"predation","spp2"
"3188","HMK038","Glis glis",1997,140.017,-0.762029743589745,200,"predation","spp2"
"3189","HMK038","Glis glis",1998,140.861,-0.762029743589745,200,"predation","spp2"
"3190","HMK038","Glis glis",1999,136.349,-0.762029743589745,200,"predation","spp2"
"3191","HMK038","Glis glis",2000,142.716,-0.762029743589745,200,"predation","spp2"
"3192","HMK038","Glis glis",2001,136.363,-0.762029743589745,200,"predation","spp2"
"3193","HMK038","Glis glis",2002,135.198,-0.762029743589745,200,"predation","spp2"
"3194","HMK038","Glis glis",2003,128.008,-0.762029743589745,200,"predation","spp2"
"3195","HMK038","Glis glis",2004,137.052,-0.762029743589745,200,"predation","spp2"
"3196","HMK038","Glis glis",2005,130.699,-0.762029743589745,200,"predation","spp2"
"3197","HMK038","Glis glis",1980,158.314,-0.762029743589745,198,"predation","spp2"
"3198","HMK038","Glis glis",1981,160.831,-0.762029743589745,198,"predation","spp2"
"3199","HMK038","Glis glis",1982,137.909,-0.762029743589745,198,"predation","spp2"
"3200","HMK038","Glis glis",1983,145.28,-0.762029743589745,198,"predation","spp2"
"3201","HMK038","Glis glis",1984,148.299,-0.762029743589745,198,"predation","spp2"
"3202","HMK038","Glis glis",1985,151.988,-0.762029743589745,198,"predation","spp2"
"3203","HMK038","Glis glis",1986,146.806,-0.762029743589745,198,"predation","spp2"
"3204","HMK038","Glis glis",1987,150.662,-0.762029743589745,198,"predation","spp2"
"3205","HMK038","Glis glis",1988,141.129,-0.762029743589745,198,"predation","spp2"
"3206","HMK038","Glis glis",1989,151.177,-0.762029743589745,198,"predation","spp2"
"3207","HMK038","Glis glis",1990,145.829,-0.762029743589745,198,"predation","spp2"
"3208","HMK038","Glis glis",1991,152.697,-0.762029743589745,198,"predation","spp2"
"3209","HMK038","Glis glis",1992,145.507,-0.762029743589745,198,"predation","spp2"
"3210","HMK038","Glis glis",1993,138.485,-0.762029743589745,198,"predation","spp2"
"3211","HMK038","Glis glis",1994,144.852,-0.762029743589745,198,"predation","spp2"
"3212","HMK038","Glis glis",1995,149.544,-0.762029743589745,198,"predation","spp2"
"3213","HMK038","Glis glis",1996,153.401,-0.762029743589745,198,"predation","spp2"
"3214","HMK038","Glis glis",1997,140.017,-0.762029743589745,198,"predation","spp2"
"3215","HMK038","Glis glis",1998,140.861,-0.762029743589745,198,"predation","spp2"
"3216","HMK038","Glis glis",1999,136.349,-0.762029743589745,198,"predation","spp2"
"3217","HMK038","Glis glis",2000,142.716,-0.762029743589745,198,"predation","spp2"
"3218","HMK038","Glis glis",2001,136.363,-0.762029743589745,198,"predation","spp2"
"3219","HMK038","Glis glis",2002,135.198,-0.762029743589745,198,"predation","spp2"
"3220","HMK038","Glis glis",2003,128.008,-0.762029743589745,198,"predation","spp2"
"3221","HMK038","Glis glis",2004,137.052,-0.762029743589745,198,"predation","spp2"
"3222","HMK038","Glis glis",2005,130.699,-0.762029743589745,198,"predation","spp2"
"3223","HMK038","Glis glis",1980,158.314,-0.762029743589745,197,"predation","spp2"
"3224","HMK038","Glis glis",1981,160.831,-0.762029743589745,197,"predation","spp2"
"3225","HMK038","Glis glis",1982,137.909,-0.762029743589745,197,"predation","spp2"
"3226","HMK038","Glis glis",1983,145.28,-0.762029743589745,197,"predation","spp2"
"3227","HMK038","Glis glis",1984,148.299,-0.762029743589745,197,"predation","spp2"
"3228","HMK038","Glis glis",1985,151.988,-0.762029743589745,197,"predation","spp2"
"3229","HMK038","Glis glis",1986,146.806,-0.762029743589745,197,"predation","spp2"
"3230","HMK038","Glis glis",1987,150.662,-0.762029743589745,197,"predation","spp2"
"3231","HMK038","Glis glis",1988,141.129,-0.762029743589745,197,"predation","spp2"
"3232","HMK038","Glis glis",1989,151.177,-0.762029743589745,197,"predation","spp2"
"3233","HMK038","Glis glis",1990,145.829,-0.762029743589745,197,"predation","spp2"
"3234","HMK038","Glis glis",1991,152.697,-0.762029743589745,197,"predation","spp2"
"3235","HMK038","Glis glis",1992,145.507,-0.762029743589745,197,"predation","spp2"
"3236","HMK038","Glis glis",1993,138.485,-0.762029743589745,197,"predation","spp2"
"3237","HMK038","Glis glis",1994,144.852,-0.762029743589745,197,"predation","spp2"
"3238","HMK038","Glis glis",1995,149.544,-0.762029743589745,197,"predation","spp2"
"3239","HMK038","Glis glis",1996,153.401,-0.762029743589745,197,"predation","spp2"
"3240","HMK038","Glis glis",1997,140.017,-0.762029743589745,197,"predation","spp2"
"3241","HMK038","Glis glis",1998,140.861,-0.762029743589745,197,"predation","spp2"
"3242","HMK038","Glis glis",1999,136.349,-0.762029743589745,197,"predation","spp2"
"3243","HMK038","Glis glis",2000,142.716,-0.762029743589745,197,"predation","spp2"
"3244","HMK038","Glis glis",2001,136.363,-0.762029743589745,197,"predation","spp2"
"3245","HMK038","Glis glis",2002,135.198,-0.762029743589745,197,"predation","spp2"
"3246","HMK038","Glis glis",2003,128.008,-0.762029743589745,197,"predation","spp2"
"3247","HMK038","Glis glis",2004,137.052,-0.762029743589745,197,"predation","spp2"
"3248","HMK038","Glis glis",2005,130.699,-0.762029743589745,197,"predation","spp2"
"3249","HMK039","Rissa1 tridactyla",1973,135.867,0.906425217391311,201,"competition","spp2"
"3250","HMK039","Rissa1 tridactyla",1974,128.205,0.906425217391311,201,"competition","spp2"
"3251","HMK039","Rissa1 tridactyla",1975,124.072,0.906425217391311,201,"competition","spp2"
"3252","HMK039","Rissa1 tridactyla",1976,128.763,0.906425217391311,201,"competition","spp2"
"3253","HMK039","Rissa1 tridactyla",1977,123.455,0.906425217391311,201,"competition","spp2"
"3254","HMK039","Rissa1 tridactyla",1978,143.146,0.906425217391311,201,"competition","spp2"
"3255","HMK039","Rissa1 tridactyla",1979,139.896,0.906425217391311,201,"competition","spp2"
