studyid,studylocation,datasource,methods,site,envfactor,envparameter,sampleduration,seasonalblock,envtype,year,envunits,envvalue,species,phenophase,extra
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1993,C,8.80281,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1994,C,9.049275,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1995,C,8.4507,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1996,C,8.802805,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1997,C,6.97183,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1998,C,9.225355,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1999,C,9.119695,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2000,C,9.57746,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2001,C,9.7007,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2002,C,8.34506,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2003,C,9.73591,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2004,C,9.96479,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2005,C,9.841545,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2006,C,9.50705,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2007,C,9.137345,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,2008,C,10.80986,Daphnia3 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,south,temperature,mean,monthly,april-may,water,1969,C,9.137335,Daphnia3 spp.,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,1999,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2000,doy,126,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2001,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2002,doy,105,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2003,doy,145,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2004,doy,146,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2005,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2006,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2007,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2008,doy,106,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2009,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2010,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2011,doy,125,all,NA,NA
HMK023,jozankei,paper,weather station,jozankei,snowmelt,first day of bare ground,annual,day,ground,2012,doy,146,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1961,C,5.106666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1962,C,6.12,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1963,C,4.69,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1964,C,4.593333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1965,C,3.183333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1966,C,4.45,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1967,C,5.126666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1968,C,5.4,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1969,C,4.563333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1970,C,4.33,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1971,C,4.476666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1972,C,5.056666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1973,C,5.113333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1974,C,5.24,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1975,C,5.506666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1976,C,4.476666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1977,C,4.35,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1978,C,3.756666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1979,C,3.273333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1980,C,3.216666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1981,C,4.963333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1982,C,3.883333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1983,C,6.58,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1984,C,2.506666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1985,C,5.116666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1986,C,4.696666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1987,C,3.81,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1988,C,4.876666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1989,C,5.65,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1990,C,5.896666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1991,C,6.18,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1992,C,5.043333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1993,C,4.863333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1994,C,5.623333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1995,C,5.406666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1996,C,4.293333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1997,C,5.353333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1998,C,5.936666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,1999,C,4.926666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2000,C,5.186666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2001,C,5.353333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2002,C,6.546666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2003,C,5.166666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2004,C,4.87,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2005,C,4.563333333,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2006,C,4.18,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2007,C,4.836666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2008,C,5.94,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2009,C,5.766666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2010,C,4.056666667,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2011,C,4.95,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2012,C,4.48,all,NA,NA
HMK023,tomakomai,authors,weather station,tomakomai,temperature,mean,monthly,april,air,2013,C,5.166666667,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,1999,doy,105,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2000,doy,111,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2001,doy,102,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2002,doy,95,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2003,doy,100,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2004,doy,101,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2005,doy,110,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2006,doy,109,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2007,doy,105,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2008,doy,99,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2009,doy,97,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2010,doy,107,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2011,doy,113,all,NA,NA
HMK023,nopporo,paper,weather station,nopporo,snowmelt,first day of bare ground,annual,day,ground,2012,doy,111,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1961,C,782.853,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1962,C,522.991,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1963,C,622.379,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1964,C,519.012,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1965,C,644.975,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1966,C,579.995,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1967,C,630.172,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1968,C,646.883,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1969,C,549.421,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1970,C,519.872,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1971,C,573.989,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1972,C,672.393,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1973,C,626.112,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1974,C,618.216,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1975,C,545.361,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1976,C,609.318,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1977,C,609.296,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1978,C,592.545,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1979,C,565.951,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1980,C,619.079,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1981,C,649.572,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1982,C,660.375,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1983,C,599.332,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1984,C,606.181,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1985,C,520.53,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1986,C,611.06,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1987,C,632.693,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1988,C,643.5,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1989,C,719.268,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1990,C,665.113,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1991,C,670.997,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1992,C,655.23,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1993,C,639.463,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1994,C,693.573,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1995,C,592.176,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1996,C,769.32,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1997,C,654.144,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1998,C,705.305,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,1999,C,652.133,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2000,C,591.09,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2001,C,768.234,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2002,C,779.039,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2003,C,708.156,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2004,C,697.306,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2005,C,629.373,all,NA,NA
HMK028,"Wytham wood, Oxford, UK",paper,weather station,NA,temperature,sum of max,bimonthly,March 1 to April 25,air,2006,C,816.36,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1962,C,7.30481,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1963,C,7.6631,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1964,C,6.96364,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1965,C,7.55829,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1966,C,7.09305,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1968,C,8.04492,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1969,C,6.28663,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1970,C,7.82353,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1971,C,6.77005,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1973,C,7.4877,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1974,C,6.43422,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1975,C,7.14652,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1976,C,6.8,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1978,C,8.22032,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1980,C,7.05668,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1981,C,9.2984,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1982,C,7.89305,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1983,C,8.48663,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1985,C,7.32299,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1987,C,8.27594,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1989,C,7.10909,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1990,C,7.58503,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1991,C,7.2385,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1992,C,9.48128,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1993,C,7.36898,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1994,C,7.84599,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1995,C,7.85348,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1997,C,7.39251,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1998,C,8.92727,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,1999,C,7.64064,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,2000,C,8.11551,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,march,water,2001,C,8.12513,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1962,C,8.60107,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1964,C,8.13904,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1965,C,10.1465,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1966,C,9.68235,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1967,C,8.39251,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1968,C,9.34011,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1969,C,8.87701,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1970,C,9.23316,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1971,C,8.76791,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1972,C,8.7754,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1973,C,9.37005,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1974,C,8.08128,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1976,C,9.03636,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1978,C,10.4578,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1979,C,8.93369,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1981,C,10.0032,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1982,C,9.07059,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1983,C,11.0759,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1985,C,9.20321,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1986,C,9.56471,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1987,C,10.6289,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1989,C,9.34545,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1990,C,10.8813,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1991,C,9.71123,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1992,C,11.5979,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1993,C,10.0759,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1994,C,10.4353,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1996,C,10.3262,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1997,C,9.8631,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1998,C,11.2813,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,1999,C,9.2877,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,2000,C,10.7048,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,april,water,2002,C,9.53797,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1962,C,11.5401,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1963,C,12.2513,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1964,C,11.1979,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1965,C,12.7337,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1966,C,13.4471,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1967,C,12.1561,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1968,C,12.1636,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1969,C,13.3465,all,NA,NA
HMK029,"Lake Washington, WA, US",paper,sampled,NA,temperature,mean,monthly,may,water,1971,C,11.8278,all,NA,NA
