studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno,phenounits,phenovalue,phenofreq,phenovarunit,phenovarvalue,fitnesscomp,fitnessunit,fitnessvalue,fitnessvarunit,fitnessvarvalue,
HMK038,woodland_czeck,year,1984,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,112.045,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1985,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,107.5,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1986,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,108.636,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1987,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,104.773,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1988,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,108.409,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1989,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,106.818,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1990,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,101.818,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1991,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,109.318,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1992,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,104.318,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1993,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,107.955,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1994,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,105.909,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1995,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,111.364,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1996,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,109.545,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1997,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,114.091,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1998,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,103.409,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,1999,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,101.591,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2000,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,103.409,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2001,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,106.136,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2002,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,102.273,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2003,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2004,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,100.682,daily,NA,NA,NA,NA,NA,NA,NA
HMK038,woodland_czeck,year,2005,Sitta,europaea,NA,NA,mean first egg-laying dates,start,doy,104.318,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1973,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,132.631,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1974,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,123.205,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1975,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,128.779,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1976,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,130.822,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1977,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,125.808,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1978,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,141.087,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1979,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,138.425,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1980,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,133.116,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1981,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,138.396,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1982,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,131.616,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1983,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,134.837,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1984,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,137.469,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1985,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,140.102,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1986,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,135.675,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1987,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,145.955,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1988,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,134.763,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1989,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,134.161,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1990,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,128.851,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1991,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,134.131,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1992,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,136.764,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1993,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,137.926,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1994,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,135.557,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1995,Guillemots,spp.,NA,NA,mean breeding date,peak,doy,140.543,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1973,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,135.867,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1974,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,128.205,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1975,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,124.072,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1976,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,128.763,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1977,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,123.455,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1978,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,143.146,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1979,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,139.896,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1980,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,134.587,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1981,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,146.925,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1982,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,133.676,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1983,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,140.132,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1984,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,140.705,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1985,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,143.631,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1986,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,158.617,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1987,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,161.544,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1988,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,136.823,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1989,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,136.807,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1990,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,128.851,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1991,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,139.72,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1992,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,138.529,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1993,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,157.044,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1994,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,157.029,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1995,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,144.661,daily,NA,NA,NA,NA,NA,NA,NA
HMK039,NA,year,1996,Rissa1,tridactyla,NA,NA,mean breeding date,peak,doy,154.353,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1973,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,148.163,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1973,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,137.748,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1974,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,136.192,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1974,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,142.278,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1975,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,143.832,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1975,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,133.863,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1976,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,144.21,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1976,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,133.848,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1977,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,127.272,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1977,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,141.847,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1978,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,138.704,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1978,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,132.278,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1979,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,146.127,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1979,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,139.214,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1980,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,138.431,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1980,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,140.243,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1981,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,136.708,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1981,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,133.783,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1982,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,141.002,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1982,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,133,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1984,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,134.131,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1984,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,144.886,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1985,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,137.981,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1985,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,142.134,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1986,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,141.729,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1986,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,136.035,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1987,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,146.804,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1987,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,136.023,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1988,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,137.01,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1988,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,131.377,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1989,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,140.517,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1989,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,135.611,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1990,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,136.981,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1990,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,132.122,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1991,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,145.185,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1991,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,141.377,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1992,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,138.521,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1992,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,134.027,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1993,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,136.552,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1993,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,132.083,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1994,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,127.825,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1994,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,133.408,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1995,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,138.873,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1995,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,129.741,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1996,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,145.121,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1996,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,140.926,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1997,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,140.021,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1997,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,130.875,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1998,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,131.247,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1998,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,139.615,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1999,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,138.821,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,1999,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,134.71,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2000,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,130.981,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2000,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,131.605,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2001,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,121.577,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2001,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,126.961,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2003,Acrocephalus,scirpaceus,NA,NA,laying dates,start,doy,127.42,daily,NA,NA,NA,NA,NA,NA,NA
HMK042,NA,year,2003,Acrocephalus,arundinaceus,NA,NA,laying dates,start,doy,133.499,daily,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1976,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,166.5244,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1978,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,185.6869,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1979,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,186.9294,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1980,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,193.3659,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1981,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,172.5108,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1982,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,174.713,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1983,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,170.66,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1984,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,187.586,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1985,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,189.8225,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1986,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,210.9492,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1987,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,135.4766,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1988,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,144.0026,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1989,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,127.3475,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1990,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,123.2945,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1991,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,175.9359,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1992,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,138.2339,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1993,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,182.4746,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1994,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,109.1139,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1995,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,161.7441,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1996,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,220.6631,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1997,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,233.4234,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1998,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,155.8396,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1999,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,134.9614,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2000,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,156.0888,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2001,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,204.5295,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2002,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,154.2485,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2003,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,160.6738,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2004,Beroe,gracilis,NA,NA,juvenile start of bloom,start,doy,154.532,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1976,Copepod2,spp.,NA,NA,start of bloom,start,doy,144.1174,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1977,Copepod2,spp.,NA,NA,start of bloom,start,doy,144.1174,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1978,Copepod2,spp.,NA,NA,start of bloom,start,doy,150.2942,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1979,Copepod2,spp.,NA,NA,start of bloom,start,doy,146.1768,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1980,Copepod2,spp.,NA,NA,start of bloom,start,doy,141.0297,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1981,Copepod2,spp.,NA,NA,start of bloom,start,doy,154.4116,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1982,Copepod2,spp.,NA,NA,start of bloom,start,doy,137.9413,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1983,Copepod2,spp.,NA,NA,start of bloom,start,doy,133.8232,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1984,Copepod2,spp.,NA,NA,start of bloom,start,doy,127.6471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1985,Copepod2,spp.,NA,NA,start of bloom,start,doy,144.1174,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1986,Copepod2,spp.,NA,NA,start of bloom,start,doy,154.4116,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1987,Copepod2,spp.,NA,NA,start of bloom,start,doy,137.9413,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1988,Copepod2,spp.,NA,NA,start of bloom,start,doy,144.1174,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1989,Copepod2,spp.,NA,NA,start of bloom,start,doy,150.2942,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1990,Copepod2,spp.,NA,NA,start of bloom,start,doy,121.4703,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1991,Copepod2,spp.,NA,NA,start of bloom,start,doy,127.6471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1992,Copepod2,spp.,NA,NA,start of bloom,start,doy,111.1768,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1993,Copepod2,spp.,NA,NA,start of bloom,start,doy,129.7058,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1994,Copepod2,spp.,NA,NA,start of bloom,start,doy,140,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1995,Copepod2,spp.,NA,NA,start of bloom,start,doy,133.8232,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1996,Copepod2,spp.,NA,NA,start of bloom,start,doy,150.2942,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1997,Copepod2,spp.,NA,NA,start of bloom,start,doy,98.8232,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1998,Copepod2,spp.,NA,NA,start of bloom,start,doy,127.6471,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1999,Copepod2,spp.,NA,NA,start of bloom,start,doy,129.7058,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1999,Copepod2,spp.,NA,NA,start of bloom,start,doy,140,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2000,Copepod2,spp.,NA,NA,start of bloom,start,doy,154.4116,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2001,Copepod2,spp.,NA,NA,start of bloom,start,doy,88.5297,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2002,Copepod2,spp.,NA,NA,start of bloom,start,doy,115.2942,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,2003,Copepod2,spp.,NA,NA,start of bloom,start,doy,150.2942,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1976,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,140,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1977,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,140,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1978,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,123.2,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1979,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,132.65,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1981,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,151.55,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1982,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,125.3,weekly,NA,NA,NA,NA,NA,NA,NA
HMK043,NA,year,1983,Pleurobrachia,pileus,NA,NA,juvenile start of bloom,start,doy,129.5,weekly,NA,NA,NA,NA,NA,NA,NA
