"","studyid","year","envvalue","z","envfactor","X","species","phenovalue","slope","intid","int_type","spp"
"528","HMK036",1983,4.6435,0.364790495673549,"temperature",2847,"Copepod1 spp.",118.8369,-0.769567230255838,193,"herbivory","spp2"
"530","HMK036",1984,3.82779,-0.278557656711023,"temperature",2848,"Copepod1 spp.",105.0868,-0.769567230255838,193,"herbivory","spp2"
"531","HMK036",1985,2.2145,-1.55095488214715,"temperature",2849,"Copepod1 spp.",125.7606,-0.769567230255838,193,"herbivory","spp2"
"534","HMK036",1986,2.12387,-1.62243450486921,"temperature",2850,"Copepod1 spp.",153.3245,-0.769567230255838,193,"herbivory","spp2"
"536","HMK036",1987,1.92447,-1.77970071661785,"temperature",2851,"Copepod1 spp.",133.2121,-0.769567230255838,193,"herbivory","spp2"
"538","HMK036",1988,5.44109,0.993847455696609,"temperature",2852,"Copepod1 spp.",118.9342,-0.769567230255838,193,"herbivory","spp2"
"539","HMK036",1989,5.93051,1.37985161494445,"temperature",2853,"Copepod1 spp.",126.3626,-0.769567230255838,193,"herbivory","spp2"
"542","HMK036",1990,6.34743,1.70867523080324,"temperature",2854,"Copepod1 spp.",98.3045,-0.769567230255838,193,"herbivory","spp2"
"544","HMK036",1991,4.04532,-0.106992365629369,"temperature",2855,"Copepod1 spp.",112.0952,-0.769567230255838,193,"herbivory","spp2"
"545","HMK036",1992,4.98792,0.636433568143292,"temperature",2856,"Copepod1 spp.",90.923,-0.769567230255838,193,"herbivory","spp2"
"547","HMK036",1993,4.40786,0.178941899201886,"temperature",2857,"Copepod1 spp.",112.1295,-0.769567230255838,193,"herbivory","spp2"
"550","HMK036",1994,4.22659,0.0359747667862583,"temperature",2858,"Copepod1 spp.",112.147,-0.769567230255838,193,"herbivory","spp2"
"552","HMK036",1995,5.24169,0.836581243947968,"temperature",2859,"Copepod1 spp.",104.7508,-0.769567230255838,193,"herbivory","spp2"
"554","HMK036",1996,1.83384,-1.85118033933992,"temperature",2860,"Copepod1 spp.",132.8439,-0.769567230255838,193,"herbivory","spp2"
"556","HMK036",1997,3.44713,-0.578783113903788,"temperature",2861,"Copepod1 spp.",91.0098,-0.769567230255838,193,"herbivory","spp2"
"558","HMK036",1998,5.22357,0.822290051586457,"temperature",2862,"Copepod1 spp.",105.3325,-0.769567230255838,193,"herbivory","spp2"
"560","HMK036",1999,4.95166,0.607835409477265,"temperature",2863,"Copepod1 spp.",112.2366,-0.769567230255838,193,"herbivory","spp2"
"562","HMK036",2000,5.24169,0.836581243947968,"temperature",2864,"Copepod1 spp.",105.3703,-0.769567230255838,193,"herbivory","spp2"
"563","HMK036",2001,4.91541,0.57924513778274,"temperature",2865,"Copepod1 spp.",126.042,-0.769567230255838,193,"herbivory","spp2"
"566","HMK036",2002,5.56798,1.0939252370847,"temperature",2866,"Copepod1 spp.",84.2107,-0.769567230255838,193,"herbivory","spp2"
"568","HMK036",2003,4.26284,0.0645650384807829,"temperature",2867,"Copepod1 spp.",104.8873,-0.769567230255838,193,"herbivory","spp2"
"570","HMK036",2004,4.86103,0.536355786755203,"temperature",2868,"Copepod1 spp.",105.4347,-0.769567230255838,193,"herbivory","spp2"
"511","HMK036",1975,5.67674,1.17970393913977,"temperature",991,"Diatom3 spp.",43.9024,-0.159716733870978,193,"herbivory","spp1"
"514","HMK036",1976,3.80967,-0.292848849072534,"temperature",992,"Diatom3 spp.",66.3415,-0.159716733870978,193,"herbivory","spp1"
"515","HMK036",1977,4.02719,-0.121291444962382,"temperature",993,"Diatom3 spp.",60.9756,-0.159716733870978,193,"herbivory","spp1"
"517","HMK036",1978,4.13595,-0.0355127429073059,"temperature",994,"Diatom3 spp.",53.1707,-0.159716733870978,193,"herbivory","spp1"
"519","HMK036",1979,1.54381,-2.07992617381062,"temperature",995,"Diatom3 spp.",68.2927,-0.159716733870978,193,"herbivory","spp1"
"521","HMK036",1980,3.9003,-0.221369226350471,"temperature",996,"Diatom3 spp.",81.9512,-0.159716733870978,193,"herbivory","spp1"
"523","HMK036",1981,3.59214,-0.464414140154188,"temperature",997,"Diatom3 spp.",47.8049,-0.159716733870978,193,"herbivory","spp1"
"525","HMK036",1982,2.81269,-1.07916413387273,"temperature",998,"Diatom3 spp.",81.9512,-0.159716733870978,193,"herbivory","spp1"
"527","HMK036",1983,4.6435,0.364790495673549,"temperature",999,"Diatom3 spp.",75.6098,-0.159716733870978,193,"herbivory","spp1"
"529","HMK036",1984,3.82779,-0.278557656711023,"temperature",1000,"Diatom3 spp.",44.878,-0.159716733870978,193,"herbivory","spp1"
"532","HMK036",1985,2.2145,-1.55095488214715,"temperature",1001,"Diatom3 spp.",77.561,-0.159716733870978,193,"herbivory","spp1"
"533","HMK036",1986,2.12387,-1.62243450486921,"temperature",1002,"Diatom3 spp.",55.6098,-0.159716733870978,193,"herbivory","spp1"
"535","HMK036",1987,1.92447,-1.77970071661785,"temperature",1003,"Diatom3 spp.",67.3171,-0.159716733870978,193,"herbivory","spp1"
"537","HMK036",1988,5.44109,0.993847455696609,"temperature",1004,"Diatom3 spp.",68.2927,-0.159716733870978,193,"herbivory","spp1"
"540","HMK036",1989,5.93051,1.37985161494445,"temperature",1005,"Diatom3 spp.",55.122,-0.159716733870978,193,"herbivory","spp1"
"541","HMK036",1990,6.34743,1.70867523080324,"temperature",1006,"Diatom3 spp.",62.9268,-0.159716733870978,193,"herbivory","spp1"
"543","HMK036",1991,4.04532,-0.106992365629369,"temperature",1007,"Diatom3 spp.",69.7561,-0.159716733870978,193,"herbivory","spp1"
"546","HMK036",1992,4.98792,0.636433568143292,"temperature",1008,"Diatom3 spp.",58.0488,-0.159716733870978,193,"herbivory","spp1"
"548","HMK036",1993,4.40786,0.178941899201886,"temperature",1009,"Diatom3 spp.",71.7073,-0.159716733870978,193,"herbivory","spp1"
"549","HMK036",1994,4.22659,0.0359747667862583,"temperature",1010,"Diatom3 spp.",55.6098,-0.159716733870978,193,"herbivory","spp1"
"551","HMK036",1995,5.24169,0.836581243947968,"temperature",1011,"Diatom3 spp.",51.2195,-0.159716733870978,193,"herbivory","spp1"
"553","HMK036",1996,1.83384,-1.85118033933992,"temperature",1012,"Diatom3 spp.",84.3902,-0.159716733870978,193,"herbivory","spp1"
"555","HMK036",1997,3.44713,-0.578783113903788,"temperature",1013,"Diatom3 spp.",65.8537,-0.159716733870978,193,"herbivory","spp1"
"557","HMK036",1998,5.22357,0.822290051586457,"temperature",1014,"Diatom3 spp.",50.2439,-0.159716733870978,193,"herbivory","spp1"
"559","HMK036",1999,4.95166,0.607835409477265,"temperature",1015,"Diatom3 spp.",69.2683,-0.159716733870978,193,"herbivory","spp1"
"561","HMK036",2000,5.24169,0.836581243947968,"temperature",1016,"Diatom3 spp.",58.5366,-0.159716733870978,193,"herbivory","spp1"
"564","HMK036",2001,4.91541,0.57924513778274,"temperature",1017,"Diatom3 spp.",74.6341,-0.159716733870978,193,"herbivory","spp1"
"565","HMK036",2002,5.56798,1.0939252370847,"temperature",1018,"Diatom3 spp.",48.2927,-0.159716733870978,193,"herbivory","spp1"
"567","HMK036",2003,4.26284,0.0645650384807829,"temperature",1019,"Diatom3 spp.",61.4634,-0.159716733870978,193,"herbivory","spp1"
"569","HMK036",2004,4.86103,0.536355786755203,"temperature",1020,"Diatom3 spp.",61.4634,-0.159716733870978,193,"herbivory","spp1"
"571","HMK036",2005,4.44411,0.20753217089641,"temperature",1021,"Diatom3 spp.",37.561,-0.159716733870978,193,"herbivory","spp1"
"1383","HMK038",1980,9.590323,-1.7976491214551,"temperature",1168,"Ficedula2 albicollis",138.636,-0.339953162393162,197,"predation","spp1"
"1388","HMK038",1981,12.793548,-0.363640232457865,"temperature",1169,"Ficedula2 albicollis",134.773,-0.339953162393162,197,"predation","spp1"
"1402","HMK038",1982,12.622581,-0.44017815836853,"temperature",1170,"Ficedula2 albicollis",138.182,-0.339953162393162,197,"predation","spp1"
"1411","HMK038",1983,13.596774,-0.00405474474666999,"temperature",1171,"Ficedula2 albicollis",127.955,-0.339953162393162,197,"predation","spp1"
"1414","HMK038",1984,10.358065,-1.45394899035082,"temperature",1172,"Ficedula2 albicollis",136.364,-0.339953162393162,197,"predation","spp1"
"1424","HMK038",1985,18.877419,2.35996647438055,"temperature",1173,"Ficedula2 albicollis",132.955,-0.339953162393162,197,"predation","spp1"
"1433","HMK038",1986,14.829032,0.547598331617917,"temperature",1174,"Ficedula2 albicollis",131.364,-0.339953162393162,197,"predation","spp1"
"1442","HMK038",1987,11.077419,-1.13191103474804,"temperature",1175,"Ficedula2 albicollis",134.091,-0.339953162393162,197,"predation","spp1"
"1451","HMK038",1988,14.783871,0.527380808516666,"temperature",1176,"Ficedula2 albicollis",130.909,-0.339953162393162,197,"predation","spp1"
"1457","HMK038",1989,12.558065,-0.469060462135061,"temperature",1177,"Ficedula2 albicollis",130.227,-0.339953162393162,197,"predation","spp1"
"1464","HMK038",1990,12.880645,-0.324648943302407,"temperature",1178,"Ficedula2 albicollis",132.955,-0.339953162393162,197,"predation","spp1"
"1469","HMK038",1991,9.512903,-1.83230824411622,"temperature",1179,"Ficedula2 albicollis",134.773,-0.339953162393162,197,"predation","spp1"
"1478","HMK038",1992,14.287097,0.304986711373096,"temperature",1180,"Ficedula2 albicollis",130.682,-0.339953162393162,197,"predation","spp1"
"1487","HMK038",1993,15.864516,1.01116029195926,"temperature",1181,"Ficedula2 albicollis",126.364,-0.339953162393162,197,"predation","spp1"
"1495","HMK038",1994,12.474194,-0.506607546566871,"temperature",1182,"Ficedula2 albicollis",125.227,-0.339953162393162,197,"predation","spp1"
"1500","HMK038",1995,12.290323,-0.588922291372125,"temperature",1183,"Ficedula2 albicollis",130.227,-0.339953162393162,197,"predation","spp1"
"1508","HMK038",1996,13.306452,-0.134025111696058,"temperature",1184,"Ficedula2 albicollis",129.545,-0.339953162393162,197,"predation","spp1"
"1522","HMK038",1997,13.912903,0.137468812315293,"temperature",1185,"Ficedula2 albicollis",130.682,-0.339953162393162,197,"predation","spp1"
"1528","HMK038",1998,12.696774,-0.406963688107661,"temperature",1186,"Ficedula2 albicollis",129.091,-0.339953162393162,197,"predation","spp1"
"1537","HMK038",1999,12.819355,-0.35208704234529,"temperature",1187,"Ficedula2 albicollis",129.545,-0.339953162393162,197,"predation","spp1"
"1542","HMK038",2000,14.919355,0.588033825497022,"temperature",1188,"Ficedula2 albicollis",126.364,-0.339953162393162,197,"predation","spp1"
"1554","HMK038",2001,15.558065,0.873969349068243,"temperature",1189,"Ficedula2 albicollis",126.818,-0.339953162393162,197,"predation","spp1"
"1557","HMK038",2002,17.009677,1.52382207916839,"temperature",1190,"Ficedula2 albicollis",127.045,-0.339953162393162,197,"predation","spp1"
"1565","HMK038",2003,16.835484,1.44583994853408,"temperature",1191,"Ficedula2 albicollis",126.818,-0.339953162393162,197,"predation","spp1"
"1574","HMK038",2004,12.996774,-0.272660706987331,"temperature",1192,"Ficedula2 albicollis",128.409,-0.339953162393162,197,"predation","spp1"
"1583","HMK038",2005,15.3,0.758439686325517,"temperature",1193,"Ficedula2 albicollis",130.682,-0.339953162393162,197,"predation","spp1"
"1381","HMK038",1980,9.590323,-1.7976491214551,"temperature",2966,"Glis glis",158.314,-0.762029743589745,198,"predation","spp2"
"1382","HMK038",1980,9.590323,-1.7976491214551,"temperature",2992,"Glis glis",158.314,-0.762029743589745,197,"predation","spp2"
"1385","HMK038",1980,9.590323,-1.7976491214551,"temperature",3044,"Glis glis",158.314,-0.762029743589745,200,"predation","spp2"
"1386","HMK038",1980,9.590323,-1.7976491214551,"temperature",3018,"Glis glis",158.314,-0.762029743589745,199,"predation","spp2"
"1390","HMK038",1981,12.793548,-0.363640232457865,"temperature",2967,"Glis glis",160.831,-0.762029743589745,198,"predation","spp2"
"1391","HMK038",1981,12.793548,-0.363640232457865,"temperature",2993,"Glis glis",160.831,-0.762029743589745,197,"predation","spp2"
"1392","HMK038",1981,12.793548,-0.363640232457865,"temperature",3019,"Glis glis",160.831,-0.762029743589745,199,"predation","spp2"
"1395","HMK038",1981,12.793548,-0.363640232457865,"temperature",3045,"Glis glis",160.831,-0.762029743589745,200,"predation","spp2"
"1396","HMK038",1982,12.622581,-0.44017815836853,"temperature",2968,"Glis glis",137.909,-0.762029743589745,198,"predation","spp2"
"1398","HMK038",1982,12.622581,-0.44017815836853,"temperature",3046,"Glis glis",137.909,-0.762029743589745,200,"predation","spp2"
"1399","HMK038",1982,12.622581,-0.44017815836853,"temperature",2994,"Glis glis",137.909,-0.762029743589745,197,"predation","spp2"
"1400","HMK038",1982,12.622581,-0.44017815836853,"temperature",3020,"Glis glis",137.909,-0.762029743589745,199,"predation","spp2"
"1405","HMK038",1983,13.596774,-0.00405474474666999,"temperature",2995,"Glis glis",145.28,-0.762029743589745,197,"predation","spp2"
"1406","HMK038",1983,13.596774,-0.00405474474666999,"temperature",3021,"Glis glis",145.28,-0.762029743589745,199,"predation","spp2"
"1407","HMK038",1983,13.596774,-0.00405474474666999,"temperature",2969,"Glis glis",145.28,-0.762029743589745,198,"predation","spp2"
"1409","HMK038",1983,13.596774,-0.00405474474666999,"temperature",3047,"Glis glis",145.28,-0.762029743589745,200,"predation","spp2"
"1412","HMK038",1984,10.358065,-1.45394899035082,"temperature",2970,"Glis glis",148.299,-0.762029743589745,198,"predation","spp2"
"1415","HMK038",1984,10.358065,-1.45394899035082,"temperature",3022,"Glis glis",148.299,-0.762029743589745,199,"predation","spp2"
"1417","HMK038",1984,10.358065,-1.45394899035082,"temperature",2996,"Glis glis",148.299,-0.762029743589745,197,"predation","spp2"
"1419","HMK038",1984,10.358065,-1.45394899035082,"temperature",3048,"Glis glis",148.299,-0.762029743589745,200,"predation","spp2"
"1420","HMK038",1985,18.877419,2.35996647438055,"temperature",3049,"Glis glis",151.988,-0.762029743589745,200,"predation","spp2"
"1421","HMK038",1985,18.877419,2.35996647438055,"temperature",2971,"Glis glis",151.988,-0.762029743589745,198,"predation","spp2"
"1422","HMK038",1985,18.877419,2.35996647438055,"temperature",2997,"Glis glis",151.988,-0.762029743589745,197,"predation","spp2"
"1427","HMK038",1985,18.877419,2.35996647438055,"temperature",3023,"Glis glis",151.988,-0.762029743589745,199,"predation","spp2"
"1429","HMK038",1986,14.829032,0.547598331617917,"temperature",3050,"Glis glis",146.806,-0.762029743589745,200,"predation","spp2"
"1430","HMK038",1986,14.829032,0.547598331617917,"temperature",2972,"Glis glis",146.806,-0.762029743589745,198,"predation","spp2"
"1431","HMK038",1986,14.829032,0.547598331617917,"temperature",2998,"Glis glis",146.806,-0.762029743589745,197,"predation","spp2"
"1432","HMK038",1986,14.829032,0.547598331617917,"temperature",3024,"Glis glis",146.806,-0.762029743589745,199,"predation","spp2"
"1436","HMK038",1987,11.077419,-1.13191103474804,"temperature",2999,"Glis glis",150.662,-0.762029743589745,197,"predation","spp2"
"1438","HMK038",1987,11.077419,-1.13191103474804,"temperature",2973,"Glis glis",150.662,-0.762029743589745,198,"predation","spp2"
"1440","HMK038",1987,11.077419,-1.13191103474804,"temperature",3025,"Glis glis",150.662,-0.762029743589745,199,"predation","spp2"
"1441","HMK038",1987,11.077419,-1.13191103474804,"temperature",3051,"Glis glis",150.662,-0.762029743589745,200,"predation","spp2"
"1444","HMK038",1988,14.783871,0.527380808516666,"temperature",2974,"Glis glis",141.129,-0.762029743589745,198,"predation","spp2"
"1445","HMK038",1988,14.783871,0.527380808516666,"temperature",3000,"Glis glis",141.129,-0.762029743589745,197,"predation","spp2"
"1447","HMK038",1988,14.783871,0.527380808516666,"temperature",3052,"Glis glis",141.129,-0.762029743589745,200,"predation","spp2"
"1449","HMK038",1988,14.783871,0.527380808516666,"temperature",3026,"Glis glis",141.129,-0.762029743589745,199,"predation","spp2"
"1453","HMK038",1989,12.558065,-0.469060462135061,"temperature",3001,"Glis glis",151.177,-0.762029743589745,197,"predation","spp2"
"1455","HMK038",1989,12.558065,-0.469060462135061,"temperature",3027,"Glis glis",151.177,-0.762029743589745,199,"predation","spp2"
"1456","HMK038",1989,12.558065,-0.469060462135061,"temperature",3053,"Glis glis",151.177,-0.762029743589745,200,"predation","spp2"
"1459","HMK038",1989,12.558065,-0.469060462135061,"temperature",2975,"Glis glis",151.177,-0.762029743589745,198,"predation","spp2"
"1460","HMK038",1990,12.880645,-0.324648943302407,"temperature",3028,"Glis glis",145.829,-0.762029743589745,199,"predation","spp2"
"1463","HMK038",1990,12.880645,-0.324648943302407,"temperature",3054,"Glis glis",145.829,-0.762029743589745,200,"predation","spp2"
"1465","HMK038",1990,12.880645,-0.324648943302407,"temperature",3002,"Glis glis",145.829,-0.762029743589745,197,"predation","spp2"
"1467","HMK038",1990,12.880645,-0.324648943302407,"temperature",2976,"Glis glis",145.829,-0.762029743589745,198,"predation","spp2"
"1468","HMK038",1991,9.512903,-1.83230824411622,"temperature",2977,"Glis glis",152.697,-0.762029743589745,198,"predation","spp2"
"1472","HMK038",1991,9.512903,-1.83230824411622,"temperature",3003,"Glis glis",152.697,-0.762029743589745,197,"predation","spp2"
"1474","HMK038",1991,9.512903,-1.83230824411622,"temperature",3029,"Glis glis",152.697,-0.762029743589745,199,"predation","spp2"
"1475","HMK038",1991,9.512903,-1.83230824411622,"temperature",3055,"Glis glis",152.697,-0.762029743589745,200,"predation","spp2"
"1477","HMK038",1992,14.287097,0.304986711373096,"temperature",3004,"Glis glis",145.507,-0.762029743589745,197,"predation","spp2"
"1481","HMK038",1992,14.287097,0.304986711373096,"temperature",3030,"Glis glis",145.507,-0.762029743589745,199,"predation","spp2"
"1482","HMK038",1992,14.287097,0.304986711373096,"temperature",3056,"Glis glis",145.507,-0.762029743589745,200,"predation","spp2"
"1483","HMK038",1992,14.287097,0.304986711373096,"temperature",2978,"Glis glis",145.507,-0.762029743589745,198,"predation","spp2"
"1485","HMK038",1993,15.864516,1.01116029195926,"temperature",2979,"Glis glis",138.485,-0.762029743589745,198,"predation","spp2"
"1486","HMK038",1993,15.864516,1.01116029195926,"temperature",3005,"Glis glis",138.485,-0.762029743589745,197,"predation","spp2"
"1490","HMK038",1993,15.864516,1.01116029195926,"temperature",3031,"Glis glis",138.485,-0.762029743589745,199,"predation","spp2"
"1491","HMK038",1993,15.864516,1.01116029195926,"temperature",3057,"Glis glis",138.485,-0.762029743589745,200,"predation","spp2"
"1493","HMK038",1994,12.474194,-0.506607546566871,"temperature",2980,"Glis glis",144.852,-0.762029743589745,198,"predation","spp2"
"1494","HMK038",1994,12.474194,-0.506607546566871,"temperature",3006,"Glis glis",144.852,-0.762029743589745,197,"predation","spp2"
"1497","HMK038",1994,12.474194,-0.506607546566871,"temperature",3032,"Glis glis",144.852,-0.762029743589745,199,"predation","spp2"
"1498","HMK038",1994,12.474194,-0.506607546566871,"temperature",3058,"Glis glis",144.852,-0.762029743589745,200,"predation","spp2"
"1501","HMK038",1995,12.290323,-0.588922291372125,"temperature",2981,"Glis glis",149.544,-0.762029743589745,198,"predation","spp2"
"1504","HMK038",1995,12.290323,-0.588922291372125,"temperature",3007,"Glis glis",149.544,-0.762029743589745,197,"predation","spp2"
"1505","HMK038",1995,12.290323,-0.588922291372125,"temperature",3059,"Glis glis",149.544,-0.762029743589745,200,"predation","spp2"
"1506","HMK038",1995,12.290323,-0.588922291372125,"temperature",3033,"Glis glis",149.544,-0.762029743589745,199,"predation","spp2"
"1509","HMK038",1996,13.306452,-0.134025111696058,"temperature",2982,"Glis glis",153.401,-0.762029743589745,198,"predation","spp2"
"1512","HMK038",1996,13.306452,-0.134025111696058,"temperature",3008,"Glis glis",153.401,-0.762029743589745,197,"predation","spp2"
"1513","HMK038",1996,13.306452,-0.134025111696058,"temperature",3034,"Glis glis",153.401,-0.762029743589745,199,"predation","spp2"
"1515","HMK038",1996,13.306452,-0.134025111696058,"temperature",3060,"Glis glis",153.401,-0.762029743589745,200,"predation","spp2"
"1516","HMK038",1997,13.912903,0.137468812315293,"temperature",3035,"Glis glis",140.017,-0.762029743589745,199,"predation","spp2"
"1518","HMK038",1997,13.912903,0.137468812315293,"temperature",3061,"Glis glis",140.017,-0.762029743589745,200,"predation","spp2"
"1520","HMK038",1997,13.912903,0.137468812315293,"temperature",2983,"Glis glis",140.017,-0.762029743589745,198,"predation","spp2"
"1521","HMK038",1997,13.912903,0.137468812315293,"temperature",3009,"Glis glis",140.017,-0.762029743589745,197,"predation","spp2"
"1524","HMK038",1998,12.696774,-0.406963688107661,"temperature",3010,"Glis glis",140.861,-0.762029743589745,197,"predation","spp2"
"1525","HMK038",1998,12.696774,-0.406963688107661,"temperature",3036,"Glis glis",140.861,-0.762029743589745,199,"predation","spp2"
"1526","HMK038",1998,12.696774,-0.406963688107661,"temperature",3062,"Glis glis",140.861,-0.762029743589745,200,"predation","spp2"
"1529","HMK038",1998,12.696774,-0.406963688107661,"temperature",2984,"Glis glis",140.861,-0.762029743589745,198,"predation","spp2"
"1532","HMK038",1999,12.819355,-0.35208704234529,"temperature",3011,"Glis glis",136.349,-0.762029743589745,197,"predation","spp2"
"1533","HMK038",1999,12.819355,-0.35208704234529,"temperature",3037,"Glis glis",136.349,-0.762029743589745,199,"predation","spp2"
"1534","HMK038",1999,12.819355,-0.35208704234529,"temperature",2985,"Glis glis",136.349,-0.762029743589745,198,"predation","spp2"
"1535","HMK038",1999,12.819355,-0.35208704234529,"temperature",3063,"Glis glis",136.349,-0.762029743589745,200,"predation","spp2"
"1540","HMK038",2000,14.919355,0.588033825497022,"temperature",3012,"Glis glis",142.716,-0.762029743589745,197,"predation","spp2"
"1541","HMK038",2000,14.919355,0.588033825497022,"temperature",3038,"Glis glis",142.716,-0.762029743589745,199,"predation","spp2"
"1543","HMK038",2000,14.919355,0.588033825497022,"temperature",2986,"Glis glis",142.716,-0.762029743589745,198,"predation","spp2"
"1544","HMK038",2000,14.919355,0.588033825497022,"temperature",3064,"Glis glis",142.716,-0.762029743589745,200,"predation","spp2"
"1548","HMK038",2001,15.558065,0.873969349068243,"temperature",3013,"Glis glis",136.363,-0.762029743589745,197,"predation","spp2"
"1549","HMK038",2001,15.558065,0.873969349068243,"temperature",3065,"Glis glis",136.363,-0.762029743589745,200,"predation","spp2"
"1550","HMK038",2001,15.558065,0.873969349068243,"temperature",3039,"Glis glis",136.363,-0.762029743589745,199,"predation","spp2"
"1551","HMK038",2001,15.558065,0.873969349068243,"temperature",2987,"Glis glis",136.363,-0.762029743589745,198,"predation","spp2"
"1556","HMK038",2002,17.009677,1.52382207916839,"temperature",2988,"Glis glis",135.198,-0.762029743589745,198,"predation","spp2"
"1558","HMK038",2002,17.009677,1.52382207916839,"temperature",3040,"Glis glis",135.198,-0.762029743589745,199,"predation","spp2"
"1559","HMK038",2002,17.009677,1.52382207916839,"temperature",3066,"Glis glis",135.198,-0.762029743589745,200,"predation","spp2"
"1562","HMK038",2002,17.009677,1.52382207916839,"temperature",3014,"Glis glis",135.198,-0.762029743589745,197,"predation","spp2"
"1566","HMK038",2003,16.835484,1.44583994853408,"temperature",3015,"Glis glis",128.008,-0.762029743589745,197,"predation","spp2"
"1567","HMK038",2003,16.835484,1.44583994853408,"temperature",3067,"Glis glis",128.008,-0.762029743589745,200,"predation","spp2"
"1568","HMK038",2003,16.835484,1.44583994853408,"temperature",3041,"Glis glis",128.008,-0.762029743589745,199,"predation","spp2"
"1569","HMK038",2003,16.835484,1.44583994853408,"temperature",2989,"Glis glis",128.008,-0.762029743589745,198,"predation","spp2"
"1572","HMK038",2004,12.996774,-0.272660706987331,"temperature",3068,"Glis glis",137.052,-0.762029743589745,200,"predation","spp2"
"1575","HMK038",2004,12.996774,-0.272660706987331,"temperature",3016,"Glis glis",137.052,-0.762029743589745,197,"predation","spp2"
"1576","HMK038",2004,12.996774,-0.272660706987331,"temperature",2990,"Glis glis",137.052,-0.762029743589745,198,"predation","spp2"
"1579","HMK038",2004,12.996774,-0.272660706987331,"temperature",3042,"Glis glis",137.052,-0.762029743589745,199,"predation","spp2"
"1580","HMK038",2005,15.3,0.758439686325517,"temperature",2991,"Glis glis",130.699,-0.762029743589745,198,"predation","spp2"
"1581","HMK038",2005,15.3,0.758439686325517,"temperature",3069,"Glis glis",130.699,-0.762029743589745,200,"predation","spp2"
"1584","HMK038",2005,15.3,0.758439686325517,"temperature",3043,"Glis glis",130.699,-0.762029743589745,199,"predation","spp2"
"1585","HMK038",2005,15.3,0.758439686325517,"temperature",3017,"Glis glis",130.699,-0.762029743589745,197,"predation","spp2"
"1387","HMK038",1980,9.590323,-1.7976491214551,"temperature",1142,"Parus caeruleus",119.318,-0.170304273504273,198,"predation","spp1"
"1393","HMK038",1981,12.793548,-0.363640232457865,"temperature",1143,"Parus caeruleus",110,-0.170304273504273,198,"predation","spp1"
"1401","HMK038",1982,12.622581,-0.44017815836853,"temperature",1144,"Parus caeruleus",122.273,-0.170304273504273,198,"predation","spp1"
"1408","HMK038",1983,13.596774,-0.00405474474666999,"temperature",1145,"Parus caeruleus",117.045,-0.170304273504273,198,"predation","spp1"
"1413","HMK038",1984,10.358065,-1.45394899035082,"temperature",1146,"Parus caeruleus",117.273,-0.170304273504273,198,"predation","spp1"
"1423","HMK038",1985,18.877419,2.35996647438055,"temperature",1147,"Parus caeruleus",112.273,-0.170304273504273,198,"predation","spp1"
"1428","HMK038",1986,14.829032,0.547598331617917,"temperature",1148,"Parus caeruleus",116.818,-0.170304273504273,198,"predation","spp1"
"1437","HMK038",1987,11.077419,-1.13191103474804,"temperature",1149,"Parus caeruleus",117.273,-0.170304273504273,198,"predation","spp1"
"1446","HMK038",1988,14.783871,0.527380808516666,"temperature",1150,"Parus caeruleus",115,-0.170304273504273,198,"predation","spp1"
"1452","HMK038",1989,12.558065,-0.469060462135061,"temperature",1151,"Parus caeruleus",109.773,-0.170304273504273,198,"predation","spp1"
"1461","HMK038",1990,12.880645,-0.324648943302407,"temperature",1152,"Parus caeruleus",106.136,-0.170304273504273,198,"predation","spp1"
"1473","HMK038",1991,9.512903,-1.83230824411622,"temperature",1153,"Parus caeruleus",110,-0.170304273504273,198,"predation","spp1"
"1480","HMK038",1992,14.287097,0.304986711373096,"temperature",1154,"Parus caeruleus",111.818,-0.170304273504273,198,"predation","spp1"
"1489","HMK038",1993,15.864516,1.01116029195926,"temperature",1155,"Parus caeruleus",116.591,-0.170304273504273,198,"predation","spp1"
"1499","HMK038",1994,12.474194,-0.506607546566871,"temperature",1156,"Parus caeruleus",110.455,-0.170304273504273,198,"predation","spp1"
"1507","HMK038",1995,12.290323,-0.588922291372125,"temperature",1157,"Parus caeruleus",119.091,-0.170304273504273,198,"predation","spp1"
"1510","HMK038",1996,13.306452,-0.134025111696058,"temperature",1158,"Parus caeruleus",119.091,-0.170304273504273,198,"predation","spp1"
"1517","HMK038",1997,13.912903,0.137468812315293,"temperature",1159,"Parus caeruleus",118.182,-0.170304273504273,198,"predation","spp1"
"1527","HMK038",1998,12.696774,-0.406963688107661,"temperature",1160,"Parus caeruleus",113.864,-0.170304273504273,198,"predation","spp1"
"1536","HMK038",1999,12.819355,-0.35208704234529,"temperature",1161,"Parus caeruleus",107.273,-0.170304273504273,198,"predation","spp1"
"1545","HMK038",2000,14.919355,0.588033825497022,"temperature",1162,"Parus caeruleus",110.455,-0.170304273504273,198,"predation","spp1"
"1553","HMK038",2001,15.558065,0.873969349068243,"temperature",1163,"Parus caeruleus",115.227,-0.170304273504273,198,"predation","spp1"
"1563","HMK038",2002,17.009677,1.52382207916839,"temperature",1164,"Parus caeruleus",111.364,-0.170304273504273,198,"predation","spp1"
"1564","HMK038",2003,16.835484,1.44583994853408,"temperature",1165,"Parus caeruleus",116.364,-0.170304273504273,198,"predation","spp1"
"1573","HMK038",2004,12.996774,-0.272660706987331,"temperature",1166,"Parus caeruleus",111.364,-0.170304273504273,198,"predation","spp1"
